金額,売上額,伝№,請№,売上先
2005725,58500,8317359,0,(1701856)株式会社近鉄エクスプレス(輸入)
2005725,9680,8321569,0,(1701856)株式会社近鉄エクスプレス(輸入)
2005725,19837,8321576,0,(1701856)株式会社近鉄エクスプレス(輸入)
2005725,23020,8321582,0,(1701856)株式会社近鉄エクスプレス(輸入)
2005725,14082,8321584,0,(1701856)株式会社近鉄エクスプレス(輸入)
2005725,19368,8322550,0,(1701856)株式会社近鉄エクスプレス(輸入)
2005725,13891,8322563,0,(1701856)株式会社近鉄エクスプレス(輸入)
2005725,28891,8322567,0,(1701856)株式会社近鉄エクスプレス(輸入)
2005725,56972,8319944,0,(1701856)株式会社近鉄エクスプレス(輸入)
2005725,11180,8325217,0,(1701856)株式会社近鉄エクスプレス(輸入)
2005725,26672,8325220,0,(1701856)株式会社近鉄エクスプレス(輸入)
2005725,73302,8317593,0,(1701856)株式会社近鉄エクスプレス(輸入)
2005725,43973,8318749,0,(1701856)株式会社近鉄エクスプレス(輸入)
2005725,17490,8318856,0,(1701856)株式会社近鉄エクスプレス(輸入)
2005725,20775,8318991,0,(1701856)株式会社近鉄エクスプレス(輸入)
2005725,36865,8325278,0,(1701856)株式会社近鉄エクスプレス(輸入)
2005725,66685,8325280,0,(1701856)株式会社近鉄エクスプレス(輸入)
2005725,13406,8324341,0,(1701856)株式会社近鉄エクスプレス(輸入)
2005725,27570,8324346,0,(1701856)株式会社近鉄エクスプレス(輸入)
2005725,9680,8324348,0,(1701856)株式会社近鉄エクスプレス(輸入)
2005725,9680,8325533,0,(1701856)株式会社近鉄エクスプレス(輸入)
2005725,12366,8326711,0,(1701856)株式会社近鉄エクスプレス(輸入)
2005725,33312,8327274,0,(1701856)株式会社近鉄エクスプレス(輸入)
2005725,11817,8327276,0,(1701856)株式会社近鉄エクスプレス(輸入)
2005725,14324,8327277,0,(1701856)株式会社近鉄エクスプレス(輸入)
2005725,17004,8327280,0,(1701856)株式会社近鉄エクスプレス(輸入)
2758922,56777,8324037,0,(3300796)東レｲﾝﾀｰﾅｼｮﾅﾙ㈱:通常船積分
2758922,-56777,8325560,0,(3300796)東レｲﾝﾀｰﾅｼｮﾅﾙ㈱:通常船積分
2758922,25017,8325561,0,(3300796)東レｲﾝﾀｰﾅｼｮﾅﾙ㈱:通常船積分
2758922,-25017,8326980,0,(3300796)東レｲﾝﾀｰﾅｼｮﾅﾙ㈱:通常船積分
2758922,21717,8326981,0,(3300796)東レｲﾝﾀｰﾅｼｮﾅﾙ㈱:通常船積分
2758922,5500,8326979,0,(3300796)東レｲﾝﾀｰﾅｼｮﾅﾙ㈱:通常船積分
2758922,15024,8326639,0,(3300796)東レｲﾝﾀｰﾅｼｮﾅﾙ㈱:通常船積分
2758922,9931,8324442,0,(3300796)東レｲﾝﾀｰﾅｼｮﾅﾙ㈱:通常船積分
2758922,7211,8323907,0,(3300796)東レｲﾝﾀｰﾅｼｮﾅﾙ㈱:通常船積分
2758922,7211,8323908,0,(3300796)東レｲﾝﾀｰﾅｼｮﾅﾙ㈱:通常船積分
